UNIQUE,ID,Name,Description,Sc_Beckmann2015,Sc_Kramer2014,Sc_Kramer2014_4sU,Sc_Matia-Gonzalez2015,Sc_Mitchell2012,Sc_Scherrer2010,Sc_Tsvetanova2010_Array,Sc_Tsvetanova2010_MS,Enzyme,Metabolism,Metabolic.Enzyme
SSA3,YBL075C,SSA3,"ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSA4,YER103W,SSA4,"Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog, SSA3, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSB1,YDL229W,SSB1,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog, SSB2, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
SSB2,YNL209W,SSB2,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
SSC1,YJR045C,SSC1,"Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSD1,YDR293C,SSD1,Translational repressor with a role in polar growth and wall integrity; regulated by Cbk1p phosphorylation to effect bud-specific translational control and localization of specific mRNAs; interacts with TOR pathway components; contains a functional N-terminal nuclear localization sequence and nucleocytoplasmic shuttling appears to be critical to Ssd1p function,YES,no,YES,YES,YES,no,no,no,FALSE,FALSE,FALSE
SSE1,YPL106C,SSE1,"ATPase component of heat shock protein Hsp90 chaperone complex; plays a role in determining prion variants; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; deletion results in spindle elongation in S phase; SSE1 has a paralog, SSE2, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSE2,YBR169C,SSE2,"Member of the heat shock protein 70 (HSP70) family; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog, SSE1, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSH1,YBR283C,SSH1,Subunit of the Ssh1 translocon complex; Sec61p homolog involved in co-translational pathway of protein translocation; not essential,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SSP120,YLR250W,SSP120,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SST2,YLR452C,SST2,GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family,YES,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
SSZ1,YHR064C,SSZ1,Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
STE20,YHL007C,STE20,"Cdc42p-activated signal transducing kinase; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family",YES,no,no,no,YES,no,no,no,TRUE,FALSE,FALSE
STI1,YOR027W,STI1,Hsp90 cochaperone; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop,no,no,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
STM1,YLR150W,STM1,Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery,YES,no,YES,YES,no,YES,no,no,FALSE,FALSE,FALSE
STO1,YMR125W,STO1,Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
STR3,YGL184C,STR3,Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation,no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
STT3,YGL022W,STT3,Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
SUB1,YMR039C,SUB1,"Transcriptional coactivator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA, but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; protein abundance increases in response to DNA replication stress",YES,no,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
SUB2,YDL084W,SUB2,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress,YES,no,YES,YES,no,no,no,no,TRUE,FALSE,FALSE
SUI1,YNL244C,SUI1,Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
SUI2,YJR007W,SUI2,Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SUI3,YPL237W,SUI3,Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SUP35,YDR172W,SUP35,Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
SUP45,YBR143C,SUP45,Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin; has a role in cytokinesis through interaction with Mlc1p,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SUT1,YGL162W,SUT1,"Transcription factor of the Zn(II)2Cys6 family; positively regulates genes involved in sterol uptake under anaerobic conditions; involved in hypoxic gene expression; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating with SUT2 by repressing expression of genes which act as mating inhibitors; relocalizes from nucleus to cytoplasm upon DNA replication stress; SUT1 has a paralog, SUT2, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SVL3,YPL032C,SVL3,"Protein of unknown function; mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; relocalizes from bud neck to cytoplasm upon DNA replication stress; SVL3 has a paralog, PAM1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
SWI4,YER111C,SWI4,"DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites, K1016 and K1066, regulates interaction with Swi6p",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
SXM1,YDR395W,SXM1,"Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
SYH1,YPL105C,SYH1,"Protein of unknown function that influences nuclear pore distribution; co-purifies with ribosomes; contains a GYF domain, which bind proline-rich sequences; deletion extends chronological lifespan; SYH1 has a paralog, SMY2, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
SYP1,YCR030C,SYP1,Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TAE2,YPL009C,TAE2,"Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Tae2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation involved in protein translation; monitors translation stress and signals this to Hsf1p; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
TAL1,YLR354C,TAL1,"Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate; TAL1 has a paralog, NQM1, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
TCB3,YML072C,TCB3,"Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TCD2,YKL027W,TCD2,"tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD2 has a paralog, TCD1, that arose from the whole genome duplication",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
TCM62,YBR044C,TCM62,Protein involved in assembly of the succinate dehydrogenase complex; mitochondrial; putative chaperone,no,no,no,no,no,no,YES,no,FALSE,FALSE,FALSE
TCP1,YDR212W,TCP1,Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TDA5,YLR426W,TDA5,Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; proposed to be involved in resistance to mechlorethamine and streptozotocin; null mutant sensitive to expression of top1-T722A allele,no,no,no,no,no,YES,no,no,FALSE,TRUE,FALSE
TDH1,YJL052W,TDH1,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria",YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TDH2,YJR009C,TDH2,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication",no,YES,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TDH3,YGR192C,TDH3,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 3; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria; binds AU-rich RNA; TDH3 has a paralog, TDH2, that arose from the whole genome duplication",YES,YES,no,YES,no,no,no,no,TRUE,TRUE,TRUE
TEF1,YPR080W,TEF1,"Translational elongation factor EF-1 alpha; also encoded by TEF2; functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes; may also have a role in tRNA re-export from the nucleus; TEF1 has a paralog, TEF2, that arose from the whole genome duplication",YES,YES,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
TEF2,YBR118W,TEF2,"Translational elongation factor EF-1 alpha; also encoded by TEF1; functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes; TEF2-RFP levels increase during replicative aging; may also have a role in tRNA re-export from the nucleus; TEF2 has a paralog, TEF1, that arose from the whole genome duplication",no,YES,YES,no,no,YES,no,no,FALSE,FALSE,FALSE
TEF4,YKL081W,TEF4,Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TES1,YJR019C,TES1,Peroxisomal acyl-CoA thioesterase; likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids,no,no,no,no,no,YES,no,no,TRUE,TRUE,TRUE
TEX1,YNL253W,TEX1,Protein involved in mRNA export; component of the transcription export (TREX) complex,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
THG1,YGR024C,THG1,tRNAHis guanylyltransferase; adds a guanosine residue to the 5' end of tRNAH is after transcription and RNase P cleavage; can also catalyze reverse (3'-5') polymerization with certain substrates in a template-dependent reaction; couples nuclear division and migration to cell budding and cytokinesis; essential enzyme conserved among eukaryotes,no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
THO1,YER063W,THO1,"Conserved nuclear RNA-binding protein; specifically binds to transcribed chromatin in a THO- and RNA-dependent manner, genetically interacts with shuttling hnRNP NAB2; overproduction suppresses transcriptional defect caused by hpr1 mutation",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
THO2,YNL139C,THO2,Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
THP2,YHR167W,THP2,"Subunit of the THO and TREX complexes; THO connects transcription elongation and mitotic recombination, and TREX is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
THP3,YPR045C,THP3,Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
THR1,YHR025W,THR1,Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
THR4,YCR053W,THR4,Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
THS1,YIL078W,THS1,Threonyl-tRNA synthetase; essential cytoplasmic protein,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TIF1,YKR059W,TIF1,"Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF1 has a paralog, TIF2, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TIF11,YMR260C,TIF11,Translation initiation factor eIF1A; essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TIF2,YJL138C,TIF2,"Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF2 has a paralog, TIF1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
TIF3,YPR163C,TIF3,Translation initiation factor eIF-4B; contains an RNA recognition motif and binds to single-stranded RNA; has RNA annealing activity; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel,YES,no,YES,YES,YES,no,no,YES,FALSE,FALSE,FALSE
TIF34,YMR146C,TIF34,eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; stimulates rate of ribosomal scanning during translation reinitiation,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TIF35,YDR429C,TIF35,eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TIF4631,YGR162W,TIF4631,"Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication",YES,no,no,YES,YES,no,no,YES,FALSE,FALSE,FALSE
TIF4632,YGL049C,TIF4632,"Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); TIF4632 has a paralog, TIF4631, that arose from the whole genome duplication",YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
TIF5,YPR041W,TIF5,Translation initiation factor eIF5; functions both as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP and as a GDP dissociation inhibitor to prevent recycling of eIF2,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TIF6,YPR016C,TIF6,Constituent of 66S pre-ribosomal particles; has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TKL1,YPR074C,TKL1,"Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
TMA19,YKL056C,TMA19,Protein that associates with ribosomes; homolog of translationally controlled tumor protein; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and relocates to the mitochondrial outer surface upon oxidative stress,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TMA46,YOR091W,TMA46,Protein of unknown function that associates with translating ribosomes; interacts with GTPase Rbg1p,YES,no,no,no,YES,no,no,no,FALSE,FALSE,FALSE
TMA64,YDR117C,TMA64,"Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; in mammals the corresponding protein, eIF2D, has been shown to possess translation initiation factor activity",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TMA7,YLR262C-A,TMA7,"Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin; protein abundance increases in response to DNA replication stress",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TOM40,YMR203W,TOM40,"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TOM70,YNL121C,TOM70,"Component of the TOM (translocase of outer membrane) complex; involved in the recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins; TOM70 has a paralog, TOM71, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TOM71,YHR117W,TOM71,"Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog, TOM70, that arose from the whole genome duplication",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
TOP2,YNL088W,TOP2,Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
TOR2,YKL203C,TOR2,"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog, TOR1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
TPA1,YER049W,TPA1,"Poly(rA)-binding protein; involved in translation termination efficiency, mRNA poly(A) tail length and mRNA stability; interacts with Sup45p (eRF1), Sup35p (eRF3) and Pab1p; similar to human prolyl 4-hydroxylase OGFOD1; binds Fe(III) and 2-oxoglutarate",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TPI1,YDR050C,TPI1,"Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human TPI causes a rare autosomal disease",YES,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
TPM1,YNL079C,TPM1,"Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently; TPM1 has a paralog, TPM2, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TPS1,YBR126C,TPS1,Synthase subunit of trehalose-6-P synthase/phosphatase complex; synthesizes the storage carbohydrate trehalose; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress and in response to prolonged exposure to boric acid,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TPS2,YDR074W,TPS2,Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TPS3,YMR261C,TPS3,"Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog, TSL1, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
TPT1,YOL102C,TPT1,tRNA 2'-phosphotransferase that catalyzes final step in tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TRF5,YNL299W,TRF5,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
TRL1,YJL087C,TRL1,"tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
TRM1,YDR120C,TRM1,"tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB",no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
TRM44,YPL030W,TRM44,tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
TRM7,YBR061C,TRM7,"2'-O-ribose methyltransferase; methylates the 2'-O-ribose of tRNA-Phe, tRNA-Trp, and tRNA-Leu at positions C32 and N34 of the tRNA anticodon loop; crucial biological role likely modification of tRNA-Phe; interacts with Trm732p and Rtt10p in 2'-O-methylation of C32 and N34 substrate tRNAs, respectively",no,no,no,no,no,no,YES,no,TRUE,FALSE,FALSE
TRP2,YER090W,TRP2,"Anthranilate synthase; catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TRP5,YGL026C,TRP5,Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TRR1,YDR353W,TRR1,"Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
TRX1,YLR043C,TRX1,"Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 complex with Pbi2p; acts as a cofactor for Tsa1p; required for ER-Golgi transport and vacuole inheritance; with Trx2p, facilitates mitochondrial import of small Tims Tim9p, Tim10p, Tim13p by maintaining them in reduced form; abundance increases iunder DNA replication stress; TRX1 has a paralog, TRX2, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,TRUE,FALSE
